date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
01/08/2014;31069001;17,70;0,00;0,00;0,00;4.0;1,67;-212978,90;2186,56;-18924,08;0,00;9,70;79,08;0,00;0,00;0,00;1,36;1013,27;0,00;0,00;18,64;2,22;0,00;0,00;16,68;1,40;23,94;-0,92;1;août
01/08/2014;33281001;16,90;16,35;0,00;0,00;4.0;1,32;-22043,84;5043,15;-7993,46;0,00;30,60;90,51;0,00;6,30;0,00;6,30;1014,04;0,00;0,00;17,45;0,22;0,00;0,00;16,78;1,65;28,58;-0,95;1;août
01/08/2014;35281001;13,50;0,00;0,00;0,00;1.0;2,10;-212972,61;6112,42;2163,95;0,00;28,06;88,84;0,00;0,01;0,00;3,08;1014,13;0,00;0,00;13,63;0,60;0,01;0,00;14,91;1,28;24,20;-1,99;1;août
01/08/2014;59343001;15,00;2,20;0,00;0,00;3.0;1,20;-214995,24;8848,12;7506,56;0,00;8,96;89,42;0,00;0,00;0,00;0,03;1013,40;0,00;0,00;14,36;2,14;0,00;0,01;15,30;2,51;23,30;0,40;1;août
01/08/2014;67124001;17,00;6,56;0,00;0,00;4.0;1,51;-123548,78;1688,17;8659,42;0,00;10,00;80,18;0,00;4,15;0,00;5,31;1013,38;0,00;0,00;17,19;2,33;0,00;0,00;17,23;1,75;29,46;-0,26;1;août
01/08/2014;75114001;17,90;5,28;0,00;0,00;1.0;2,47;-116493,71;-2555,56;-129359,52;0,00;324,76;71,34;0,00;3,69;0,00;7,69;1013,55;0,00;0,00;19,06;-1,52;0,00;0,00;16,05;-1,66;26,85;-4,61;1;août
02/08/2014;6088001;22,00;467,97;0,00;0,00;3.0;1,83;-215803,10;-52856,15;-7495,12;0,00;38,22;87,53;0,00;0,00;0,00;7,99;1009,37;0,00;0,00;22,06;-0,31;0,00;0,00;17,39;0,83;37,38;-1,34;1;août
02/08/2014;31069001;18,10;257,37;0,00;0,00;1.0;1,82;-181350,86;-6070,65;-18620,01;0,00;60,80;93,84;0,00;2,60;0,03;8,00;1009,93;0,00;0,00;19,09;-0,64;0,00;0,00;17,06;-0,33;35,41;-2,69;1;août
02/08/2014;33281001;18,00;107,19;0,00;0,00;3.0;1,83;-108223,00;-5893,69;-12481,30;0,00;27,02;89,70;0,00;0,22;0,00;8,00;1010,05;0,10;0,00;18,20;-0,62;0,00;0,00;16,76;1,75;34,54;0,83;1;août
02/08/2014;35281001;15,70;3,83;0,00;0,00;3.0;2,82;-226789,18;2399,78;15550,32;0,00;102,18;91,54;0,00;0,38;0,00;8,00;1007,03;0,00;0,00;15,58;-0,14;0,00;0,00;14,32;-1,69;29,98;3,74;1;août
02/08/2014;59343001;19,30;375,08;0,00;0,00;3.0;2,71;-185668,62;-175,30;57563,89;0,00;765,53;81,74;0,00;0,00;0,00;5,00;1005,98;0,00;0,00;18,46;1,23;0,00;0,00;17,34;-4,62;29,99;2,55;1;août
02/08/2014;67124001;17,70;335,42;0,00;0,00;1.0;1,43;-159099,34;9966,39;4582,69;0,00;10,00;86,91;0,00;0,00;0,00;6,26;1008,42;0,00;0,00;17,47;3,47;0,00;0,00;17,46;-0,25;31,56;-1,83;1;août
02/08/2014;75114001;19,80;170,09;0,00;0,00;3.0;2,61;-168392,07;-824,87;-92135,94;0,00;142,73;66,62;0,00;0,02;0,00;7,98;1006,83;0,00;0,00;21,12;-1,26;0,00;0,00;17,43;1,02;31,40;5,06;1;août
03/08/2014;6088001;22,30;396,06;0,00;0,00;3.0;2,31;-272580,89;-83439,15;-3701,64;0,00;180,26;79,98;0,00;0,00;0,00;4,74;1010,06;0,00;0,00;22,33;-0,90;0,00;0,00;16,32;-1,97;32,21;1,60;1;août
03/08/2014;31069001;17,50;136,78;0,00;0,00;4.0;0,26;-186328,05;2725,95;-15966,51;0,00;29,92;92,56;0,00;0,82;0,00;7,47;1011,10;0,00;0,00;17,96;-0,09;0,00;0,00;16,86;-0,63;29,67;1,09;1;août
03/08/2014;33281001;18,40;473,35;0,00;0,00;3.0;1,61;-117902,23;6434,51;-570,08;0,00;63,74;92,14;0,00;1,20;0,00;8,00;1010,85;0,02;0,02;17,72;1,40;0,00;0,00;16,19;1,34;35,78;2,15;1;août
03/08/2014;35281001;15,20;1,61;0,00;0,00;4.0;1,43;-68995,46;-15995,25;-955,79;0,00;31,50;93,70;0,00;3,84;0,00;5,26;1009,58;0,00;0,00;15,32;0,60;0,00;0,00;13,90;2,79;23,08;-0,54;1;août
03/08/2014;59343001;15,30;3,16;0,00;0,00;3.0;1,15;-210739,28;11659,28;4990,92;0,00;7,98;93,27;0,00;0,20;0,00;0,21;1008,68;0,00;0,00;14,85;1,74;0,00;0,00;12,49;0,76;25,42;1,64;1;août
03/08/2014;67124001;17,90;79,03;0,00;0,00;4.0;0,77;-127471,63;4717,76;2683,82;0,00;85,51;95,53;0,00;0,31;0,06;8,00;1010,12;0,00;0,00;18,01;-0,02;0,00;0,00;16,80;-0,41;33,93;1,83;1;août
03/08/2014;75114001;15,80;63,56;0,00;0,00;3.0;1,62;-238485,58;-34134,76;-75730,49;0,00;147,05;78,28;0,00;0,12;0,00;0,50;1009,58;0,00;0,00;17,08;-1,27;0,00;0,00;15,30;1,21;27,75;3,39;1;août
04/08/2014;6088001;23,10;326,34;0,00;0,00;1.0;1,46;-61142,80;-75633,93;-10986,83;0,00;254,71;84,73;0,00;4,08;0,00;4,08;1013,58;0,00;0,00;23,34;-1,21;0,00;0,00;17,22;-0,15;34,23;-2,57;1;août
04/08/2014;31069001;18,70;107,85;0,00;0,00;4.0;1,52;-190182,32;-7297,58;979,25;0,00;76,06;91,19;0,00;0,85;0,00;5,29;1016,05;0,00;0,00;18,84;0,26;0,00;0,00;16,66;3,59;35,43;-0,22;1;août
04/08/2014;33281001;16,80;0,00;0,00;0,00;4.0;1,69;-214856,83;992,58;13359,18;0,00;23,66;87,81;0,00;0,06;0,00;3,13;1017,28;0,00;0,00;15,59;0,70;0,00;0,00;14,18;0,59;30,04;-2,42;1;août
04/08/2014;35281001;11,70;2,88;0,00;0,00;1.0;1,84;-223930,54;15748,68;3644,65;0,00;15,05;89,48;0,00;0,00;0,00;0,02;1016,24;0,00;0,00;12,61;2,34;0,01;0,00;11,38;1,66;20,91;-1,81;1;août
04/08/2014;59343001;12,80;0,00;0,00;0,00;3.0;1,35;-217072,63;5082,57;6628,45;0,00;10,00;88,05;0,00;0,00;0,00;0,00;1014,76;0,00;0,00;11,83;5,44;0,00;0,01;11,91;0,17;19,19;1,37;1;août
04/08/2014;67124001;16,60;135,55;0,00;0,00;3.0;2,55;-134266,46;16300,27;14018,54;0,00;114,03;95,86;0,00;3,92;0,11;3,92;1014,49;0,00;0,00;16,20;0,52;0,00;0,00;16,30;1,61;28,45;3,46;1;août
04/08/2014;75114001;16,30;93,08;0,00;0,00;1.0;2,95;-53930,88;-119014,37;-92259,88;0,00;286,67;79,35;0,00;5,79;0,00;7,74;1015,13;0,26;0,00;17,32;-1,30;0,00;0,00;14,64;-1,21;25,99;-6,59;1;août
05/08/2014;6088001;22,50;607,60;0,00;0,00;4.0;2,48;-239763,14;-59412,11;-6746,94;0,00;87,92;88,38;0,00;0,09;0,00;2,26;1013,48;0,00;0,00;23,09;-0,80;0,00;0,00;16,15;3,53;30,89;-0,12;1;août
05/08/2014;31069001;19,50;41,18;0,00;0,00;1.0;2,11;-44908,89;-3312,71;-8990,16;0,00;110,33;85,56;0,00;7,05;0,00;7,66;1019,75;0,00;0,00;19,52;-0,21;0,00;0,00;16,90;3,03;31,21;-2,09;1;août
05/08/2014;33281001;16,10;0,98;0,00;0,00;1.0;1,43;-227297,59;3036,92;7486,05;0,00;59,72;86,62;0,00;0,00;0,00;0,00;1020,85;0,00;0,00;15,78;0,77;0,00;0,00;14,60;0,16;23,22;-2,67;1;août
05/08/2014;35281001;13,20;0,00;0,00;0,00;3.0;1,92;-204553,45;12549,28;12621,89;0,00;15,18;91,31;0,00;0,00;0,00;0,00;1020,24;0,00;0,00;12,80;2,29;0,01;0,00;11,59;1,02;23,80;1,94;1;août
05/08/2014;59343001;13,30;0,00;0,00;0,00;3.0;0,71;-228470,91;6775,59;8336,00;0,00;8,55;88,30;0,00;0,00;0,00;0,00;1020,00;0,00;0,00;12,03;4,09;0,00;0,01;10,59;1,31;16,37;0,62;1;août
05/08/2014;67124001;15,60;183,57;0,00;0,00;3.0;1,69;-150289,83;10161,71;2780,11;0,00;7,93;99,61;0,00;6,96;7,87;6,96;1018,78;0,00;0,00;14,45;1,91;0,00;0,00;15,25;-0,95;25,44;1,55;1;août
05/08/2014;75114001;18,00;42,72;0,00;0,00;1.0;1,13;-247460,40;-7,88;-36045,27;0,00;175,97;69,09;0,00;0,00;0,00;0,00;1020,01;0,00;0,00;18,17;-0,58;0,00;0,00;13,44;-0,20;23,13;-2,80;1;août
06/08/2014;6088001;23,20;0,00;0,00;0,00;1.0;1,85;-277694,99;-184296,62;14303,01;0,00;163,84;55,35;0,00;0,00;0,00;0,00;1013,16;0,00;0,00;24,22;1,53;0,00;0,00;17,06;0,89;24,50;-3,80;1;août
06/08/2014;31069001;16,30;0,00;0,00;0,00;4.0;1,52;-231912,20;4724,47;-11347,29;0,00;11,78;79,20;0,00;0,00;0,00;0,04;1019,20;0,00;0,00;17,29;1,98;0,00;0,00;13,14;1,60;22,97;1,41;1;août
06/08/2014;33281001;16,50;0,00;0,00;0,00;4.0;0,36;-183287,12;2178,58;-12682,66;0,00;10,97;87,35;0,00;0,00;0,00;7,96;1019,66;0,00;0,00;15,74;2,27;0,01;0,00;13,79;1,42;31,03;-0,47;1;août
06/08/2014;35281001;19,00;87,56;0,00;0,00;3.0;4,11;-106159,69;-51240,77;110175,40;0,00;552,32;93,57;0,00;1,09;0,00;8,00;1015,99;0,12;0,04;18,41;-0,35;0,00;0,00;16,28;1,25;38,67;7,57;1;août
06/08/2014;59343001;16,40;29,16;0,00;0,00;2.0;3,39;-172706,45;-390,40;67495,82;0,00;122,41;76,25;0,00;0,00;0,00;8,00;1016,59;0,00;0,00;16,00;2,20;0,00;0,00;14,60;-3,70;25,50;3,36;1;août
06/08/2014;67124001;13,30;58,09;0,00;0,00;1.0;0,43;-192104,16;5363,21;195,32;0,00;10,00;90,47;0,00;0,01;0,00;1,34;1019,39;0,00;0,00;13,67;3,56;0,00;0,00;14,11;1,67;21,86;0,25;1;août
06/08/2014;75114001;18,80;0,40;0,00;0,00;3.0;2,85;-225779,64;-2539,03;-60053,69;0,00;145,99;61,84;0,00;0,00;0,00;7,89;1017,12;0,00;0,00;19,91;-0,81;0,00;0,00;14,23;-0,25;26,15;4,93;1;août
07/08/2014;6088001;22,80;437,27;0,00;0,00;2.0;1,68;-227906,66;-68850,67;-6664,33;0,00;77,67;84,41;0,00;0,00;0,00;6,26;1012,09;0,00;0,00;23,26;-0,79;0,00;0,00;19,18;-1,82;36,70;-1,08;1;août
07/08/2014;31069001;20,10;2,14;0,00;0,00;1.0;1,79;-177508,54;2017,52;-17070,84;0,00;80,09;86,30;0,00;0,40;0,00;6,07;1018,18;0,00;0,00;19,51;0,15;0,00;0,00;16,75;1,82;38,00;-2,32;1;août
07/08/2014;33281001;19,70;76,88;0,00;0,00;3.0;2,28;-52465,24;-1586,33;9778,87;0,00;131,61;91,67;0,00;2,17;0,00;8,00;1017,66;0,00;0,00;19,57;-0,26;0,00;0,00;18,23;1,20;43,63;3,91;1;août
07/08/2014;35281001;18,30;165,64;0,00;0,00;2.0;1,42;-18250,73;-1674,67;-4472,35;0,00;10,53;93,29;0,00;7,13;0,00;7,57;1014,20;0,00;0,00;18,78;-0,44;0,00;0,00;16,92;-0,86;35,75;1,24;1;août
07/08/2014;59343001;14,30;29,91;0,00;0,00;3.0;2,89;-208826,52;60288,30;65861,66;0,00;187,81;95,74;0,00;0,10;0,09;3,95;1013,84;0,00;0,00;14,31;1,74;0,00;0,00;14,69;1,48;22,76;4,30;1;août
07/08/2014;67124001;17,50;155,42;0,00;0,00;4.0;1,00;-82490,55;6531,06;3844,73;0,00;9,16;89,95;0,00;1,12;0,00;7,19;1015,42;0,00;0,00;17,46;1,90;0,00;0,00;15,62;2,55;30,14;0,76;1;août
07/08/2014;75114001;17,40;141,12;0,00;0,00;3.0;0,67;-148970,15;9756,01;-13703,24;0,00;8,62;92,27;0,00;0,77;0,00;6,61;1015,32;0,00;0,00;17,73;0,69;0,00;0,00;15,26;0,12;30,44;1,01;1;août
08/08/2014;6088001;22,30;29,75;0,00;0,00;2.0;0,12;-237331,57;-88524,28;-9112,85;0,00;297,65;78,77;0,00;0,12;0,00;0,37;1013,75;0,00;0,00;22,99;-0,76;0,00;0,00;18,60;0,64;39,02;-1,87;1;août
08/08/2014;31069001;20,40;59,31;0,00;0,00;3.0;1,28;-162170,54;1576,22;-12128,73;0,00;35,36;82,77;0,00;1,97;0,00;1,97;1015,01;0,00;0,00;20,70;0,19;0,00;0,00;18,25;-1,13;34,98;1,58;1;août
08/08/2014;33281001;17,90;26,33;0,00;0,00;3.0;1,57;-151721,44;6935,94;-6292,74;0,00;10,28;91,32;0,00;0,32;0,00;0,32;1014,91;0,00;0,00;17,91;1,38;0,01;0,00;18,18;0,94;38,11;1,45;1;août
08/08/2014;35281001;16,50;29,61;0,00;0,00;4.0;1,91;-58943,32;-2935,64;-8274,95;0,00;30,28;90,88;0,00;0,44;0,00;8,00;1013,43;0,10;0,03;16,78;-0,50;0,00;0,00;14,96;1,65;37,39;-0,15;1;août
08/08/2014;59343001;17,80;108,91;0,00;0,00;2.0;2,98;-174468,53;32076,56;30368,91;0,00;111,57;93,52;0,00;1,17;0,00;7,91;1014,06;0,00;0,00;16,15;2,53;0,00;0,00;16,26;-4,18;31,90;-0,59;1;août
08/08/2014;67124001;15,90;295,41;0,00;0,00;4.0;1,32;-131899,99;7916,76;-11411,90;0,00;10,00;99,11;0,00;4,03;8,03;4,03;1015,49;0,00;0,00;15,20;3,85;0,00;0,00;16,39;0,69;29,52;1,24;1;août
08/08/2014;75114001;18,60;155,51;0,00;0,00;3.0;1,22;-165264,60;3649,19;-65776,39;0,00;244,60;87,16;0,00;0,72;0,00;7,78;1013,25;0,00;0,00;19,84;-0,96;0,00;0,00;16,02;-1,08;34,89;1,62;1;août
09/08/2014;6088001;22,80;;0,00;0,00;4.0;2,55;-236839,52;-125249,65;-18570,87;0,00;171,71;82,57;0,00;0,00;0,00;8,00;1015,12;0,00;0,00;22,81;-1,13;0,00;0,00;17,29;3,60;34,56;2,08;1;août
09/08/2014;31069001;18,90;;0,00;0,00;3.0;1,61;-19617,19;-63346,24;-12478,59;0,00;122,71;89,67;0,00;3,94;0,00;7,94;1013,94;0,00;0,00;19,53;-0,44;0,00;0,00;17,77;2,87;37,09;4,19;1;août
09/08/2014;33281001;19,40;;0,00;0,00;3.0;2,44;-111226,33;-647,19;25252,18;0,00;664,39;88,60;0,00;4,71;0,00;7,89;1013,13;0,00;0,00;19,58;-0,30;0,00;0,00;15,13;2,50;37,26;2,60;1;août
09/08/2014;35281001;13,50;;0,00;0,00;3.0;2,32;-227025,14;24581,30;15800,94;0,00;52,68;96,32;0,00;2,29;0,24;2,29;1010,67;0,00;0,00;13,13;1,08;0,00;0,00;13,02;0,82;20,46;3,00;1;août
09/08/2014;59343001;19,00;;0,00;0,00;3.0;5,27;-56335,26;-56287,37;88174,04;0,00;698,41;96,26;0,00;7,70;0,17;8,00;1001,71;0,62;0,06;18,95;-0,60;0,00;0,00;17,90;1,94;38,78;9,70;1;août
09/08/2014;67124001;20,60;;0,00;0,00;3.0;5,97;-190999,53;-9243,45;131500,53;0,00;175,63;85,01;0,00;0,00;0,00;8,00;1008,12;0,00;0,00;19,97;0,84;0,00;0,00;17,28;0,32;32,60;9,76;1;août
09/08/2014;75114001;17,10;;0,00;0,00;4.0;5,27;-51814,62;-86778,95;22775,98;0,00;994,30;88,87;0,00;7,98;0,00;8,00;1006,96;0,43;0,01;18,69;-1,06;0,00;0,00;17,06;11,60;33,63;4,31;1;août
10/08/2014;6088001;22,40;;0,00;0,00;2.0;0,84;-247368,29;-63225,75;-9226,89;0,00;52,78;87,84;0,00;0,20;0,00;7,98;1014,41;0,00;0,00;23,60;-0,75;0,00;0,00;17,27;-0,73;34,03;-3,03;1;août
10/08/2014;31069001;21,50;;0,00;0,00;2.0;3,61;-87220,42;-77963,99;33325,63;0,00;160,56;84,01;0,00;0,00;0,00;7,99;1010,39;0,09;0,00;21,75;-0,13;0,00;0,00;18,83;-3,74;39,43;4,03;1;août
10/08/2014;33281001;19,70;;0,00;0,00;3.0;1,85;-87135,65;20788,82;5432,01;0,00;15,71;98,95;0,00;2,08;1,04;2,71;1009,22;0,00;0,00;19,53;3,04;0,00;0,00;18,47;0,89;41,03;2,06;1;août
10/08/2014;35281001;18,00;;0,00;0,00;3.0;3,50;-62833,99;-64851,37;64211,22;0,00;410,03;93,23;0,00;1,95;0,00;8,00;1006,67;0,01;0,00;17,44;-0,29;0,00;0,00;15,64;-0,51;34,94;5,92;1;août
10/08/2014;59343001;15,90;;0,00;0,00;2.0;3,54;-159786,87;9964,20;57511,51;0,00;99,17;89,55;0,00;0,00;0,00;8,00;1008,52;0,00;0,00;15,63;3,04;0,00;0,00;14,23;-4,08;27,40;3,17;1;août
10/08/2014;67124001;17,50;;0,00;0,00;3.0;0,39;-65820,79;-22801,47;-3366,63;0,00;9,75;96,29;0,00;2,10;0,14;8,00;1012,64;0,07;0,00;17,63;0,69;0,00;0,00;17,37;3,35;36,48;1,24;1;août
10/08/2014;75114001;18,10;;0,00;0,00;3.0;1,03;-142271,63;683,66;-37177,84;0,00;190,91;77,87;0,00;0,00;0,00;8,00;1009,09;0,00;0,00;19,16;-0,85;0,00;0,00;14,68;1,33;32,62;2,65;1;août
11/08/2014;6088001;23,10;;0,00;0,00;4.0;2,53;-230877,06;-71675,95;-8482,76;0,00;86,36;88,76;0,00;0,01;0,00;4,54;1012,60;0,00;0,00;23,63;-0,65;0,00;0,00;18,51;3,49;37,17;-0,27;1;août
11/08/2014;31069001;20,10;;0,00;0,00;4.0;2,14;-69142,96;-186797,00;21253,57;0,00;185,22;87,47;0,00;6,64;0,00;7,76;1015,59;0,09;0,00;20,61;-0,92;0,00;0,00;18,93;6,10;40,40;-5,49;1;août
11/08/2014;33281001;17,10;;0,00;0,00;4.0;1,86;-98984,59;-24251,51;2337,28;0,00;80,48;91,56;0,00;5,69;0,00;7,91;1017,15;0,00;0,00;17,10;0,11;0,00;0,00;12,52;3,05;29,96;1,18;1;août
11/08/2014;35281001;12,50;;0,00;0,00;4.0;3,31;-268486,94;17903,47;72741,21;0,00;200,63;92,95;0,00;0,00;0,00;0,00;1014,20;0,00;0,00;12,71;1,03;0,00;0,00;9,47;3,70;15,09;3,48;1;août
11/08/2014;59343001;14,00;;0,00;0,00;3.0;5,69;-275107,87;-44075,62;145838,74;0,00;1120,80;85,61;0,00;0,59;0,00;0,59;1009,06;0,00;0,00;13,80;-0,14;0,00;0,00;10,80;3,37;18,89;8,23;1;août
11/08/2014;67124001;18,90;;0,00;0,00;4.0;0,98;-187634,30;-12975,49;72031,99;0,00;125,29;89,84;0,00;4,18;0,00;6,99;1011,77;0,00;0,00;17,75;1,04;0,00;0,00;16,30;3,37;32,24;5,34;1;août
11/08/2014;75114001;16,10;;0,00;0,00;3.0;3,18;-157488,07;-6098,75;-8217,87;0,00;510,69;66,56;0,00;1,08;0,00;1,08;1012,64;0,00;0,00;16,36;-0,81;0,00;0,00;12,50;3,61;18,81;4,19;1;août
12/08/2014;6088001;22,90;;0,00;0,00;4.0;1,89;-260921,90;-62767,54;-10787,42;0,00;50,04;89,80;0,00;0,04;0,00;0,45;1011,16;0,00;0,00;23,59;-0,40;0,00;0,00;16,06;1,69;28,93;-1,85;1;août
12/08/2014;31069001;17,10;;0,00;0,00;1.0;3,02;-245668,29;-7567,38;28932,05;0,00;120,77;82,22;0,00;0,00;0,00;0,07;1018,01;0,00;0,00;17,11;0,50;0,00;0,00;14,68;1,92;26,12;-5,40;1;août
12/08/2014;33281001;17,20;;0,00;0,00;4.0;0,82;-179989,43;-617,71;-849,94;0,00;9,44;79,18;0,00;0,24;0,00;5,51;1018,34;0,00;0,00;16,99;0,59;0,00;0,00;13,04;-0,03;31,09;0,22;1;août
12/08/2014;35281001;13,80;;0,00;0,00;3.0;3,39;-237067,24;28891,35;46218,96;0,00;260,48;94,09;0,00;0,06;0,00;4,30;1015,79;0,00;0,00;13,02;1,30;0,00;0,00;11,34;1,98;21,14;4,72;1;août
12/08/2014;59343001;13,60;;0,00;0,00;3.0;5,40;-268758,28;-40075,15;212027,92;0,00;392,52;88,55;0,00;0,00;0,00;0,00;1011,82;0,00;0,00;13,21;0,35;0,00;0,00;10,14;5,87;17,56;5,97;1;août
12/08/2014;67124001;16,60;;0,00;0,00;3.0;4,39;-106193,23;-36811,35;97044,69;0,00;432,75;80,26;0,00;0,22;0,00;2,84;1015,78;0,00;0,00;15,37;0,45;0,00;0,00;12,58;3,05;23,68;6,66;1;août
12/08/2014;75114001;15,30;;0,00;0,00;4.0;3,61;-175111,87;-36239,03;14753,96;0,00;259,36;78,53;0,00;0,00;0,00;0,02;1015,00;0,00;0,00;15,31;-0,74;0,00;0,00;11,09;6,04;19,45;5,17;1;août
13/08/2014;6088001;22,20;;0,00;0,00;4.0;2,76;-253668,69;-92286,43;-9039,40;0,00;423,37;85,02;0,00;0,00;0,00;0,00;1008,66;0,00;0,00;23,28;-0,85;0,00;0,00;17,20;2,97;38,40;-0,78;1;août
13/08/2014;31069001;18,30;;0,00;0,00;4.0;2,51;-59153,76;-83878,20;-15078,68;0,00;117,80;91,79;0,00;5,28;0,00;8,00;1009,74;1,87;0,07;17,79;-0,68;0,00;0,00;17,23;4,10;41,65;-0,13;1;août
13/08/2014;33281001;17,20;;0,00;0,00;3.0;5,46;-69147,05;-152545,59;112196,04;0,00;709,69;93,91;0,00;3,13;0,00;8,00;1007,32;1,21;0,14;17,91;-0,41;0,00;0,00;16,18;2,06;37,09;9,05;1;août
13/08/2014;35281001;14,00;;0,00;0,00;1.0;1,69;-125376,06;-28291,73;6533,75;0,00;16,53;89,77;0,00;2,82;0,00;7,98;1008,93;0,09;0,00;14,76;-0,17;0,00;0,00;11,26;1,80;21,43;-2,09;1;août
13/08/2014;59343001;12,20;;0,00;0,00;3.0;1,87;-212856,11;24486,87;21127,97;0,00;9,88;96,73;0,00;0,62;0,21;7,00;1007,29;0,00;0,00;12,19;3,12;0,00;0,00;11,38;-0,48;20,42;2,71;1;août
13/08/2014;67124001;13,70;;0,00;0,00;3.0;1,37;-144767,23;10635,10;6267,95;0,00;9,22;91,57;0,00;0,01;0,00;8,00;1010,51;0,00;0,00;12,96;3,17;0,00;0,00;13,61;-0,63;25,13;2,08;1;août
13/08/2014;75114001;14,60;;0,00;0,00;4.0;0,58;-215043,44;5660,26;-37525,80;0,00;67,08;83,51;0,00;0,56;0,00;5,27;1007,90;0,00;0,00;15,75;-0,12;0,00;0,00;13,16;-0,72;23,31;2,54;1;août
14/08/2014;6088001;20,80;;0,00;0,00;1.0;2,82;-371718,57;-249263,07;-13605,92;0,00;135,14;50,01;0,00;0,55;0,00;0,55;1006,09;0,00;0,00;21,91;0,30;0,01;-0,01;14,49;0,87;14,24;-3,76;1;août
14/08/2014;31069001;15,50;;0,00;0,00;4.0;4,03;-260033,03;-1450,42;88341,85;0,00;190,93;89,55;0,00;0,00;0,00;0,00;1018,77;0,00;0,00;14,03;0,45;0,00;0,00;10,55;5,98;17,06;2,27;1;août
14/08/2014;33281001;14,90;;0,00;0,00;4.0;2,69;-124062,65;16037,06;46195,23;0,00;88,85;91,86;0,00;6,25;0,00;6,41;1017,74;0,00;0,00;14,95;1,65;0,00;0,00;13,21;3,30;25,28;2,43;1;août
14/08/2014;35281001;13,90;;0,00;0,00;4.0;2,65;-241533,45;-4581,96;37393,59;0,00;52,80;90,60;0,00;4,40;0,00;4,76;1014,28;0,00;0,00;13,23;1,15;0,00;0,00;11,94;4,16;22,75;1,33;1;août
14/08/2014;59343001;13,60;;0,00;0,00;3.0;4,32;-224079,62;-768,94;106951,74;0,00;269,64;91,26;0,00;0,00;0,00;0,15;1009,05;0,00;0,00;13,73;0,29;0,00;0,00;12,17;3,42;21,02;5,40;1;août
14/08/2014;67124001;13,80;;0,00;0,00;3.0;3,54;-227151,94;-7272,82;104315,35;0,00;122,11;93,00;0,00;0,03;0,00;0,16;1013,23;0,00;0,00;11,98;1,52;0,00;0,00;12,07;0,71;23,22;5,50;1;août
14/08/2014;75114001;14,80;;0,00;0,00;4.0;2,75;-260640,14;1653,81;-22289,71;0,00;275,00;78,58;0,00;0,18;0,00;1,66;1012,10;0,00;0,00;15,36;-0,78;0,00;0,00;12,43;4,83;20,64;1,01;1;août
15/08/2014;6088001;20,10;;0,00;0,00;4.0;1,42;-330636,81;-213033,41;4092,35;0,00;89,51;50,42;0,00;0,00;0,00;0,00;1010,87;0,00;0,00;21,69;0,20;0,00;0,00;14,81;0,33;16,50;-4,98;1;août
15/08/2014;31069001;15,40;;0,00;0,00;3.0;2,37;-243643,29;532,45;45747,21;0,00;218,81;87,72;0,00;0,00;0,00;0,00;1020,21;0,00;0,00;14,37;-0,10;0,00;0,00;12,60;6,21;20,49;2,29;1;août
15/08/2014;33281001;15,30;;0,00;0,00;4.0;2,36;-46301,34;2098,52;28359,76;0,00;280,03;95,98;0,00;7,29;0,20;7,89;1019,50;0,00;0,00;15,50;-0,10;0,00;0,00;12,99;3,38;24,45;2,88;1;août
15/08/2014;35281001;10,80;;0,00;0,00;4.0;2,07;-228222,91;20006,93;20239,45;0,00;83,80;93,17;0,00;0,10;0,00;0,10;1016,30;0,00;0,00;11,01;1,65;0,00;0,00;10,73;2,53;18,37;1,49;1;août
15/08/2014;59343001;13,20;;0,00;0,00;3.0;2,94;-220799,13;36673,96;57358,15;0,00;133,52;96,10;0,00;0,94;0,19;7,14;1011,57;0,00;0,00;12,65;0,17;0,00;0,00;11,80;1,55;23,51;4,23;1;août
15/08/2014;67124001;14,30;;0,00;0,00;3.0;2,95;-146834,04;-5817,88;76993,56;0,00;466,35;93,05;0,00;0,92;0,00;7,55;1014,15;0,00;0,00;13,40;1,29;0,00;0,00;12,24;1,33;23,81;6,35;1;août
15/08/2014;75114001;13,70;;0,00;0,00;4.0;3,86;-138369,17;-14993,92;-29171,45;0,00;498,42;84,12;0,00;4,37;0,00;7,93;1013,82;0,00;0,00;14,73;-1,03;0,00;0,00;11,61;6,89;22,64;2,29;1;août
16/08/2014;6088001;20,20;;0,00;0,00;1.0;1,71;-277626,16;-171468,88;7182,48;0,00;342,56;58,94;0,00;0,00;0,00;0,00;1012,08;0,00;0,00;21,26;0,43;0,00;0,00;15,18;2,70;21,91;-4,12;1;août
16/08/2014;31069001;15,50;;0,00;0,00;4.0;3,01;-195162,62;-66317,97;59163,28;0,00;138,98;87,14;0,00;0,38;0,00;0,38;1022,95;0,00;0,00;14,57;0,64;0,00;0,00;12,25;6,15;20,05;-0,46;1;août
16/08/2014;33281001;14,30;;0,00;0,00;3.0;0,91;-199100,83;6118,60;2678,78;0,00;10,00;88,42;0,00;4,38;0,00;4,38;1023,46;0,00;0,00;13,17;3,12;0,00;0,00;11,74;0,07;20,57;1,44;1;août
